DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
389 - G.I. OBSTRUCTION W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,26,$41330.15,$10181.07,$9299.15
389 - G.I. OBSTRUCTION W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,23,$39221.86,$7055.26,$6209.04
389 - G.I. OBSTRUCTION W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,47,$27301.65,$6302.51,$5201.04
389 - G.I. OBSTRUCTION W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,35,$28490.08,$9365.08,$8425.45
389 - G.I. OBSTRUCTION W CC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,22,$16701.59,$8573.95,$7755.04
389 - G.I. OBSTRUCTION W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,29,$31940.89,$8759.20,$7281.68
389 - G.I. OBSTRUCTION W CC,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,15,$28085.80,$7199.60,$6528.93
389 - G.I. OBSTRUCTION W CC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,11,$24830.36,$8927.81,$7901.63
389 - G.I. OBSTRUCTION W CC,140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,IL - Chicago,12,$15061.16,$6902.58,$6155.91
389 - G.I. OBSTRUCTION W CC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,27,$25922.22,$7934.11,$7463.92
389 - G.I. OBSTRUCTION W CC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,19,$23906.42,$5912.21,$5191.21
389 - G.I. OBSTRUCTION W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,51,$31426.76,$8124.92,$7353.49
390 - G.I. OBSTRUCTION W/O CC/MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,14,$15838.14,$4922.35,$3644.50
390 - G.I. OBSTRUCTION W/O CC/MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,13,$13875.07,$5227.23,$4443.53
390 - G.I. OBSTRUCTION W/O CC/MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,21,$30533.76,$7917.47,$6197.23
390 - G.I. OBSTRUCTION W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,25,$23704.92,$6131.08,$3812.36
390 - G.I. OBSTRUCTION W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,24,$20904.41,$4741.91,$3042.66
390 - G.I. OBSTRUCTION W/O CC/MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,17,$20776.35,$6978.29,$5693.17
390 - G.I. OBSTRUCTION W/O CC/MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,14,$15888.78,$4542.85,$3577.14
390 - G.I. OBSTRUCTION W/O CC/MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,16,$12873.68,$5852.87,$5084.62
390 - G.I. OBSTRUCTION W/O CC/MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,14,$34016.71,$7665.78,$6416.57
390 - G.I. OBSTRUCTION W/O CC/MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,20,$16810.90,$5462.65,$4420.55
390 - G.I. OBSTRUCTION W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,51,$22911.76,$5740.80,$4743.15
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,19,$25889.21,$11862.36,$11019.26
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,23,$23644.91,$9308.56,$7423.04
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,18,$25575.50,$9582.66,$8898.00
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,44,$67363.54,$13979.84,$13357.34
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,15,$15885.20,$10364.26,$9613.86
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,20,$41398.45,$8895.40,$7947.60
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,18,$43686.77,$8047.44,$7362.83
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,57,$37375.29,$11976.91,$11474.70
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,26,$23651.00,$8227.46,$7663.92
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,27,$36234.66,$15719.81,$13852.92
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,29,$22391.96,$10519.82,$9810.75
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,19,$31466.57,$10346.10,$9694.10
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,24,$31249.54,$9981.95,$9305.79
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,15,$25759.73,$8752.00,$8150.40
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,20,$54005.35,$21638.50,$9266.35
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,21,$35543.38,$10131.66,$9435.47
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,17,$36385.29,$7846.52,$7053.05
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,91,$34192.18,$10562.01,$9358.76
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,59,$20564.35,$7421.45,$6554.98
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,105,$18971.53,$5717.44,$4337.80
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,18,$21913.27,$5914.00,$4895.61
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,123,$19155.32,$6028.12,$5358.18
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,IL - Chicago,22,$9104.63,$6109.81,$5140.90
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,81,$36137.71,$8340.82,$6779.48
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,30,$18338.43,$7520.00,$4966.16
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,38,$14530.18,$6441.07,$5495.39
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,84,$28628.61,$5512.64,$4771.89
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,25,$11233.32,$5817.60,$5087.24
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,81,$24925.66,$5307.65,$3807.90
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,191,$24201.75,$7842.85,$6596.68
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,55,$9411.60,$7922.36,$7206.07
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,90,$19388.21,$5244.23,$4137.35
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,81,$25530.54,$9996.79,$8715.44
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140151,SACRED HEART HOSPITAL,3240 W FRANKLIN BLVD,CHICAGO,IL,60624,IL - Chicago,42,$16234.11,$6436.16,$5838.30
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,149,$12999.24,$6498.51,$5643.59
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,60,$22299.20,$6409.78,$5735.38
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,119,$23740.92,$6853.12,$5582.34
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,38,$17797.68,$5510.78,$4903.05
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,166,$19852.09,$7633.03,$5865.24
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,IL - Chicago,16,$12311.18,$5765.75,$5070.25
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,IL - Chicago,47,$18934.61,$6612.21,$5871.70
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,107,$20940.92,$7186.83,$4980.86
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,64,$22863.82,$5648.39,$3575.53
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,448,$20482.50,$6321.75,$5253.89
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,IL - Chicago,20,$7630.75,$6098.90,$5259.50
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,13,$23782.23,$10340.92,$9649.23
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,19,$17096.26,$7307.26,$6599.05
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,21,$22580.57,$8349.52,$7600.95
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,41,$45786.85,$11238.26,$10663.90
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,22,$40304.90,$7702.31,$6933.40
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,12,$12367.75,$8055.50,$7777.83
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,35,$23245.65,$8144.14,$5321.97
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,33,$32560.78,$10466.60,$9453.03
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,17,$15790.94,$12084.88,$11328.52
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,11,$22840.45,$8135.90,$5820.54
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,23,$34503.00,$12044.08,$11261.21
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,29,$15147.65,$8967.27,$8194.31
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,23,$31590.43,$8842.00,$8255.56
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,11,$25103.54,$7589.81,$7184.00
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,19,$32069.84,$10843.05,$8762.52
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,21,$21645.90,$8350.66,$7652.95
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,15,$20606.26,$6250.80,$5800.13
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,71,$35836.70,$8854.49,$8035.22
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,16,$64698.68,$12491.31,$11296.37
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,20,$62058.80,$11227.95,$10278.55
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,11,$73242.72,$23211.27,$15170.36
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,11,$63336.54,$15026.27,$14005.90
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,18,$57358.50,$17666.38,$11458.77
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,23,$51503.34,$13625.95,$7634.04
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,22,$31701.68,$9285.54,$5679.45
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,12,$36565.58,$16206.58,$6994.08
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,26,$36676.84,$9376.50,$7662.92
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,16,$26210.50,$8388.25,$7547.25
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,15,$40961.46,$17143.80,$8883.80
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,15,$13107.73,$8186.00,$7699.73
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,21,$27824.00,$10316.95,$9590.76
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,12,$28277.08,$7207.25,$6829.91
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,13,$26426.46,$12284.07,$6955.46
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,38,$36921.81,$9543.42,$7665.07
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,22,$134821.63,$37490.00,$36413.81
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,72,$123822.90,$37060.16,$23246.40
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,16,$140225.62,$34085.81,$23103.18
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,158,$89831.51,$38139.18,$33089.66
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,19,$127143.26,$45280.52,$44274.31
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,18,$120021.27,$35185.88,$34123.88
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,12,$122246.08,$25619.25,$24864.58
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,98,$131094.50,$36827.04,$28987.52
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,12,$107354.16,$28378.50,$27815.16
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,23,$75094.26,$19908.69,$18880.69
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,28,$86518.82,$28008.46,$25058.71
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,11,$118070.09,$47874.45,$47057.00
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,21,$97197.19,$25221.80,$24259.14
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,20,$74425.55,$21072.65,$19947.05
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,48,$43565.81,$15512.39,$13988.56
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,122,$56928.89,$17251.27,$14525.65
